id,Code,Standard,R,Q,U,IS,X,L,desc,desc2,Form_Question,Status,new_item,img,imgurl
41,R03Q14,ขนาดของราวจับ,R03,Q14,MA,1,1,2,ราวจับต้องมีลักษณะกลม มีเส้นผ่านศูนย์กลาง 3cm - 4cm (หรือเส้นรอบวง 9.4cm - 12.6cm) พื้นผิวเรียบและไม่ลื่นหรือมีลักษณะที่เป็นอันตราย,ราวจับต้องมีลักษณะกลม มีเส้นผ่านศูนย์กลาง 3 ซม. - 4 ซม. พื้นผิวเรียบและไม่ลื่นหรือมีลักษณะที่เป็นอันตราย,Q14 : ขนาดของราวจับ,on,no,https://drive.google.com/open?id=1oMSkGrDp53aNJ2xT2N4rkgyMJIoDNZ3X&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1oMSkGrDp53aNJ2xT2N4rkgyMJIoDNZ3X
42,R03Q15,ราวจับที่ยึดติดผนัง,R03,Q15,MA,1,1,2,หากมีราวจับที่ยึดติดกับผนัง ต้องอยู่ห่างจากผนังไม่น้อยกว่า 5cm และสูงจากจุดยึด >=12cm (หากไม่มี ข้ามไป Q15),หากมีราวจับที่ยึดติดกับผนัง ต้องอยู่ห่างจากผนังไม่น้อยกว่า 5 ซม. และสูงกว่าจากจุดยึด 12 ซม.,Q15 : ราวจับที่ยึดติดผนัง,on,no,https://drive.google.com/open?id=1oMSkGrDp53aNJ2xT2N4rkgyMJIoDNZ3X&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1oMSkGrDp53aNJ2xT2N4rkgyMJIoDNZ3X
43,R03Q16,ป้ายสัญลักษณ์,R03,Q16,VA,1,1,1,มีป้ายสัญลักษณ์หรือตัวอักษรแสดงให้ทราบว่ามีทางลาด,มีป้ายสัญลักษณ์หรือตัวอักษรแสดงให้ทราบว่ามีทางลาด,Q16 : ป้ายสัญลักษณ์,on,no,https://drive.google.com/open?id=1pdu--P5jmhDZNTbZ5vgkybSP1XX_HtWn&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1pdu--P5jmhDZNTbZ5vgkybSP1XX_HtWn
200,R03Q17,ขอบหรือราวจับ,R03,Q17,NW,1,2,2,-,-,,on,no,,
44,R04Q01,ลิฟต์เข้าสู่สถานี,R04,Q01,NW,3,4,1,หากสถานีโดยสารมีมากกว่า 1 ชั้น ต้อมีลิฟต์หรือสิ่งทดแทนลิฟต์สำหรับขึ้น-ลงและเข้าออกสถานีได้ทุกชั้นที่จำเป็น สามารถใช้งานได้อย่างอิสระ หากมีบันไดก่อนถึงลิฟต์ ต้องจัดให้มีทางลาดที่ได้มาตรฐาน,หากสถานีโดยสารมีมากกว่า 1 ชั้น ต้องมีลิฟต์หรือสิ่งทดแทนลิฟต์สำหรับขึ้น-ลง และเข้าออกสถานีได้ทุกชั้นที่จำเป็น สามารถใช้งานได้อย่างอิสระ หากมีบันไดก่อนถึงลิฟต์ ต้องจัดให้มีทางลาดที่ได้มาตรฐาน,Q01 : ลิฟต์เข้าสู่สถานี,on,no,-,-
45,R04Q02,พื้นผิวต่างสัมผัสชนิดเตือน,R04,Q02,TA,1,1,2,หน้าทางเข้าลิฟต์ต้องมีพื้นผิวต่างสัมผัสชนิดเตือนขนาด 30cm x 90cm ห่างจากลิฟต์ 30cm - 35cm,หน้าทางเข้าลิฟต์ต้องมีพื้นผิวต่างสัมผัสชนิดเตือนขนาด 30 ซม. x 90 ซม. ห่างจากลิฟต์ 30 ซม. - 35 ซม.,Q02 : พื้นผิวต่างสัมผัสชนิดเตือน,on,no,https://drive.google.com/open?id=1ni_zbKxzf4OOiTGb_KndkDoUe-dW3rX_&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1ni_zbKxzf4OOiTGb_KndkDoUe-dW3rX_
46,R04Q03,พื้นที่ว่างหน้าลิฟต์,R04,Q03,NW,2,2,1,พื้นที่ว่างหน้าลิฟต์ต้องราบเสมอกันและยาวไม่น้อยกว่า 150cm,พื้นที่ว่างหน้าลิฟต์ต้องราบเสมอกันและยาวไม่น้อยกว่า 150 ซม.,Q03 : พื้นที่ว่างหน้าลิฟต์,on,no,https://drive.google.com/open?id=1nvhUh5Ap8NR8rRsX--8aylVAnnyXDbO8&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1nvhUh5Ap8NR8rRsX--8aylVAnnyXDbO8
47,R04Q04,ความสูงปุ่มกดเรียกลิฟต์ (หน้าลิฟต์),R04,Q04,NW,1,1,2,ปุ่มกดเรียกลิฟต์ทุกปุ่มอยู่สูงจากพื้น 90cm - 120cm,ปุ่มกดเรียกลิฟต์ทุกปุ่มอยู่สูงจากพื้น 90 ซม. - 120 ซม.,Q04 :  ความสูงปุ่มกดเรียกลิฟต์ (หน้าลิฟต์),on,no,https://drive.google.com/open?id=1nvhUh5Ap8NR8rRsX--8aylVAnnyXDbO8&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1nvhUh5Ap8NR8rRsX--8aylVAnnyXDbO8
48,R04Q05,อักษรเบรลล์บนปุ่มกด (หน้าลิฟต์),R04,Q05,TA,1,1,2,ปุ่มกดเรียกลิฟต์มีอักษรเบรลล์ครบทุกปุ่มกด ขนาดปุ่มกดไม่น้อยกว่า 2cm และต้องไม่มีสิ่งกีดขวางบริเวณปุ่มกดเรียกลิฟต์,ปุ่มกดเรียกลิฟต์มีอักษรเบรลล์ครบทุกปุ่มกด ขนาดปุ่มกดไม่น้อยกว่า 2 ซม. และต้องไม่มีสิ่งกีดขวางบริเวณปุ่มกดเรียกลิฟต์,Q05 : อักษรเบรลล์บนปุ่มกด (หน้าลิฟต์),on,no,https://drive.google.com/open?id=1pqGV5hscuu7F3X0jk2gGgi8DeeKIehXs&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1pqGV5hscuu7F3X0jk2gGgi8DeeKIehXs
49,R04Q06,ความกว้างประตูลิฟต์,R04,Q06,NW,3,4,1,ความกว้างสุทธิของช่องประตูลิฟต์ต้องไม่น้อยกว่า 90cm,ความกว้างสุทธิของช่องประตูลิฟต์ต้องไม่น้อยกว่า 90 ซม.,Q06 : ความกว้างประตูลิฟต์,on,no,https://drive.google.com/open?id=1nqv43eazl75a_PTFKny5ltek1DrDlP-d&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1nqv43eazl75a_PTFKny5ltek1DrDlP-d
50,R04Q07,เซนเซอร์กันประตูหนีบ,R04,Q07,SF,1,1,2,มีระบบป้องกันประตูลิฟต์หนีบผู้โดยสาร,มีระบบป้องกันประตูลิฟต์หนีบผู้โดยสาร,Q07 : เซนเซอร์กันประตูหนีบ,on,no,-,-
51,R04Q08,ขนาดห้องลิฟต์,R04,Q08,NW,3,4,1,ขนาดของห้องลิฟต์ต้องกว้างไม่น้อยกว่า 110cm และยาวหรือลึกไม่น้อยกว่า 140cm,ขนาดของห้องลิฟต์ต้องกว้างไม่น้อยกว่า 110 ซม. และยาวหรือลึกไม่น้อยกว่า 140 ซม.,Q08 : ขนาดห้องลิฟต์,on,no,https://drive.google.com/open?id=1kdk5yHUJfCOiO9Hirv0_AJ8kKGAvp3T6&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1kdk5yHUJfCOiO9Hirv0_AJ8kKGAvp3T6
52,R04Q09,แผงปุ่มกดล่างในลิฟต์,R04,Q09,MA,1,1,2,ระยะห่างของแผงปุ่มกดสำหรับรถเข็น (แผงปุ่มกดล่าง) จากมุมในห้องลิฟต์ต้องมากกว่า 40cm กรณีลิฟต์กว้างและยาว >150cm (หากไม่มี ข้ามไป Q10),ระยะห่างของแผงปุ่มกดสำหรับรถเข็น (แผงปุ่มกดล่าง) จากมุมในห้องลิฟต์ต้องมากกว่า 40 ซม. กรณีลิฟต์กว้างและยาวมากกว่า 150 ซม.,Q09 : แผงปุ่มกดล่างในลิฟต์,on,no,https://drive.google.com/open?id=1nSYcAqn63WUIU1gtGZKA_p3OOeghJYtz&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1nSYcAqn63WUIU1gtGZKA_p3OOeghJYtz
53,R04Q10,ความสูงของปุ่มกดในลิฟต์,R04,Q10,MA,2,1,2,ปุ่มกดบนแผงปุ่มกดในห้องลิฟต์ทั้งหมดอยู่สูงจากพื้น 90cm - 120cm,ปุ่มกดบนแผงปุ่มกดในห้องลิฟต์ทั้งหมดอยู่สูงจากพื้น 90 ซม. - 120 ซม.,Q10 : ความสูงของปุ่มกดในลิฟต์,on,no,https://drive.google.com/open?id=1khdo1MJBvL1Uy6OQH3OzdRiJ_O2AqFKw&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1khdo1MJBvL1Uy6OQH3OzdRiJ_O2AqFKw
